Vernier Format 2,,,,
untitled.txt 6/15/2026 13:51:4,,,,
Run 1,,,,
Time,Gate State,Distance,Velocity,Acceleration
348.57445,Blocked,19.05,0.067,-0.04
348.75103,Unblocked,,,
349.7722,Blocked,19.1,0.067,0.04
349.94656,Unblocked,,,
350.39329,Blocked,19.15,0.067,-0.04
350.57157,Unblocked,,,
351.59365,Blocked,19.2,0.068,0.04
351.76964,Unblocked,,,
352.21219,Blocked,19.25,0.068,-0.04
352.3921,Unblocked,,,
353.41496,Blocked,19.3,0.068,0.04
353.59279,Unblocked,,,
354.03091,Blocked,19.35,0.068,-0.04
354.21263,Unblocked,,,
355.23627,Blocked,19.4,0.068,0.04
355.41582,Unblocked,,,
355.84949,Blocked,19.45,0.068,-0.04
356.03301,Unblocked,,,
357.05757,Blocked,19.5,0.068,0.04
357.23884,Unblocked,,,
357.66807,Blocked,19.55,0.068,-0.04
357.85338,Unblocked,,,
358.87883,Blocked,19.6,0.069,0.05
359.06196,Unblocked,,,
359.48667,Blocked,19.65,0.069,-0.05
359.67378,Unblocked,,,
360.70002,Blocked,19.7,0.069,0.05
360.88497,Unblocked,,,
361.30517,Blocked,19.75,0.069,-0.05
361.49404,Unblocked,,,
362.52117,Blocked,19.8,0.069,0.05
362.70788,Unblocked,,,
363.12358,Blocked,19.85,0.069,-0.05
363.31435,Unblocked,,,
364.34231,Blocked,19.9,0.069,0.05
364.53091,Unblocked,,,
364.94187,Blocked,19.95,0.069,-0.05
365.13457,Unblocked,,,
366.1634,Blocked,20,0.07,0.05
366.35385,Unblocked,,,
366.76034,Blocked,20.05,0.07,-0.05
366.95482,Unblocked,,,
367.98449,Blocked,20.1,0.07,0.05
368.17683,Unblocked,,,
368.57867,Blocked,20.15,0.07,-0.05
368.775,Unblocked,,,
369.80549,Blocked,20.2,0.07,0.05
369.99987,Unblocked,,,
370.39681,Blocked,20.25,0.07,-0.05
370.59506,Unblocked,,,
371.6265,Blocked,20.3,0.071,0.05
371.82277,Unblocked,,,
372.21495,Blocked,20.35,0.071,-0.05
372.41517,Unblocked,,,
373.44745,Blocked,20.4,0.071,0.05
373.64565,Unblocked,,,
374.03304,Blocked,20.45,0.071,-0.05
374.23522,Unblocked,,,
375.26831,Blocked,20.5,0.071,0.05
375.46859,Unblocked,,,
375.85105,Blocked,20.55,0.071,-0.05
376.05528,Unblocked,,,
377.08919,Blocked,20.6,0.072,0.05
377.29155,Unblocked,,,
377.66893,Blocked,20.65,0.072,-0.05
377.87531,Unblocked,,,
378.91012,Blocked,20.7,0.072,0.05
379.11462,Unblocked,,,
379.48687,Blocked,20.75,0.072,-0.05
379.69529,Unblocked,,,
380.73101,Blocked,20.8,0.072,0.05
380.93767,Unblocked,,,
381.30463,Blocked,20.85,0.072,-0.05
381.51522,Unblocked,,,
382.55177,Blocked,20.9,0.073,0.05
382.76064,Unblocked,,,
383.12239,Blocked,20.95,0.073,-0.05
383.33508,Unblocked,,,
384.37262,Blocked,21,0.073,0.05
384.58366,Unblocked,,,
384.93991,Blocked,21.05,0.073,-0.05
385.1549,Unblocked,,,
386.19331,Blocked,21.1,0.073,0.05
386.40667,Unblocked,,,
386.75753,Blocked,21.15,0.073,-0.05
386.97472,Unblocked,,,
388.01404,Blocked,21.2,0.074,0.05
388.22963,Unblocked,,,
388.57504,Blocked,21.25,0.074,-0.05
388.79452,Unblocked,,,
389.83464,Blocked,21.3,0.074,0.05
390.05252,Unblocked,,,
390.39245,Blocked,21.35,0.074,-0.05
390.61424,Unblocked,,,
391.65527,Blocked,21.4,0.075,0.06
391.87566,Unblocked,,,
392.20966,Blocked,21.45,0.075,-0.06
392.43395,Unblocked,,,
393.47584,Blocked,21.5,0.075,0.06
393.69902,Unblocked,,,
394.02683,Blocked,21.55,0.075,-0.06
394.25362,Unblocked,,,
395.29655,Blocked,21.6,0.076,0.06
395.52221,Unblocked,,,
395.8439,Blocked,21.65,0.076,-0.06
396.07329,Unblocked,,,
397.11715,Blocked,21.7,0.076,0.06
397.34554,Unblocked,,,
397.66091,Blocked,21.75,0.076,-0.06
397.89294,Unblocked,,,
398.93776,Blocked,21.8,0.077,0.06
399.16877,Unblocked,,,
399.47791,Blocked,21.85,0.077,-0.06
399.71252,Unblocked,,,
400.75823,Blocked,21.9,0.077,0.06
400.99214,Unblocked,,,
401.29478,Blocked,21.95,0.077,-0.06
401.53211,Unblocked,,,
402.57873,Blocked,22,0.078,0.06
402.8156,Unblocked,,,
403.11154,Blocked,22.05,0.078,-0.06
403.35167,Unblocked,,,
404.3992,Blocked,22.1,0.078,0.06
404.63909,Unblocked,,,
404.92813,Blocked,22.15,0.078,-0.06
405.17115,Unblocked,,,
406.21964,Blocked,22.2,0.079,0.06
406.4626,Unblocked,,,
406.74474,Blocked,22.25,0.079,-0.06
406.99067,Unblocked,,,
408.03999,Blocked,22.3,0.079,0.06
408.28601,Unblocked,,,
408.56115,Blocked,22.35,0.079,-0.06
408.81017,Unblocked,,,
409.86033,Blocked,22.4,0.08,0.06
410.10967,Unblocked,,,
410.37741,Blocked,22.45,0.08,-0.06
410.62951,Unblocked,,,
411.68064,Blocked,22.5,0.081,0.07
411.93341,Unblocked,,,
412.19336,Blocked,22.55,0.081,-0.07
412.44879,Unblocked,,,
413.50088,Blocked,22.6,0.081,0.07
413.75729,Unblocked,,,
414.00956,Blocked,22.65,0.081,-0.07
414.26812,Unblocked,,,
415.32115,Blocked,22.7,0.082,0.07
415.5812,Unblocked,,,
415.82525,Blocked,22.75,0.082,-0.07
416.08735,Unblocked,,,
417.14131,Blocked,22.8,0.083,0.07
417.40513,Unblocked,,,
417.64102,Blocked,22.85,0.083,-0.07
417.90652,Unblocked,,,
418.96144,Blocked,22.9,0.084,0.07
419.22921,Unblocked,,,
419.45644,Blocked,22.95,0.084,-0.07
419.72574,Unblocked,,,
420.78159,Blocked,23,0.085,0.07
421.05384,Unblocked,,,
421.27161,Blocked,23.05,0.085,-0.07
421.54483,Unblocked,,,
422.60171,Blocked,23.1,0.086,0.07
422.87842,Unblocked,,,
423.08686,Blocked,23.15,0.086,-0.07
423.36401,Unblocked,,,
424.42175,Blocked,23.2,0.087,0.07
424.70297,Unblocked,,,
424.90172,Blocked,23.25,0.087,-0.07
425.18314,Unblocked,,,
426.2418,Blocked,23.3,0.088,0.07
426.52814,Unblocked,,,
426.7164,Blocked,23.35,0.088,-0.07
427.0022,Unblocked,,,
428.06179,Blocked,23.4,0.089,0.08
428.35357,Unblocked,,,
428.53068,Blocked,23.45,0.089,-0.08
428.82132,Unblocked,,,
429.8817,Blocked,23.5,0.09,0.08
430.17946,Unblocked,,,
430.34488,Blocked,23.55,0.09,-0.08
430.64045,Unblocked,,,
431.70168,Blocked,23.6,0.091,0.08
432.00551,Unblocked,,,
432.15829,Blocked,23.65,0.091,-0.08
432.45938,Unblocked,,,
433.52164,Blocked,23.7,0.093,0.08
433.83329,Unblocked,,,
433.97133,Blocked,23.75,0.093,-0.08
434.2784,Unblocked,,,
435.34147,Blocked,23.8,0.095,0.08
435.66312,Unblocked,,,
435.78293,Blocked,23.85,0.095,-0.08
436.0971,Unblocked,,,
437.16123,Blocked,23.9,0.097,0.09
437.49405,Unblocked,,,
437.59265,Blocked,23.95,0.097,-0.09
437.91572,Unblocked,,,
438.9809,Blocked,24,0.1,0.09
439.33153,Unblocked,,,
439.40161,Blocked,24.05,0.1,-0.09
439.73438,Unblocked,,,
440.80085,Blocked,24.1,0.032,-0.01
441.55327,Unblocked,,,
442.62063,Blocked,24.15,0.027,0
443.37193,Unblocked,,,
444.44043,Blocked,24.2,0.027,0
445.19081,Unblocked,,,
446.26028,Blocked,24.25,0.027,0
447.00953,Unblocked,,,
448.07999,Blocked,24.3,0.027,0
448.82824,Unblocked,,,
449.89949,Blocked,24.35,0.027,0
450.64691,Unblocked,,,
451.71914,Blocked,24.4,0.027,0
452.46557,Unblocked,,,
453.53872,Blocked,24.45,0.027,0
454.28425,Unblocked,,,
455.3582,Blocked,24.5,0.027,0
456.10279,Unblocked,,,
457.1778,Blocked,24.55,0.027,0
457.92145,Unblocked,,,
458.99732,Blocked,24.6,0.027,0
459.74007,Unblocked,,,
460.81678,Blocked,24.65,0.027,0
461.55866,Unblocked,,,
462.63613,Blocked,24.7,0.027,0
463.37738,Unblocked,,,
464.45583,Blocked,24.75,0.027,0
465.19582,Unblocked,,,
466.27527,Blocked,24.8,0.027,0
467.01437,Unblocked,,,
468.09451,Blocked,24.85,0.027,0
468.83281,Unblocked,,,
469.91392,Blocked,24.9,0.027,0
470.65125,Unblocked,,,
471.73332,Blocked,24.95,0.027,0
472.46972,Unblocked,,,
473.55262,Blocked,25,0.027,0
474.2881,Unblocked,,,
475.37213,Blocked,25.05,0.027,0
476.10645,Unblocked,,,
477.19125,Blocked,25.1,0.027,0
477.9246,Unblocked,,,
479.01047,Blocked,25.15,0.027,0
479.74315,Unblocked,,,
480.82994,Blocked,25.2,0.027,0
481.56144,Unblocked,,,
482.649,Blocked,25.25,0.027,0
483.37965,Unblocked,,,
484.46826,Blocked,25.3,0.027,0
485.19806,Unblocked,,,
486.28749,Blocked,25.35,0.027,0
487.01621,Unblocked,,,
488.10667,Blocked,25.4,0.027,0
488.83447,Unblocked,,,
489.92582,Blocked,25.45,0.027,0
490.65268,Unblocked,,,
491.74491,Blocked,25.5,0.027,0
492.47086,Unblocked,,,
493.56412,Blocked,25.55,0.027,0
494.28911,Unblocked,,,
495.38328,Blocked,25.6,0.027,0
496.10737,Unblocked,,,
497.20242,Blocked,25.65,0.027,0
497.92556,Unblocked,,,
499.02145,Blocked,25.7,0.027,0
499.74379,Unblocked,,,
500.84066,Blocked,25.75,0.027,0
501.56192,Unblocked,,,
502.65966,Blocked,25.8,0.027,0
503.37997,Unblocked,,,
504.47876,Blocked,25.85,0.027,0
505.19797,Unblocked,,,
506.29782,Blocked,25.9,0.027,0
507.01598,Unblocked,,,
508.11679,Blocked,25.95,0.027,0
508.83412,Unblocked,,,
509.93572,Blocked,26,0.027,0
510.65222,Unblocked,,,
511.75475,Blocked,26.05,0.027,0
512.47022,Unblocked,,,
513.57358,Blocked,26.1,0.027,0
514.28837,Unblocked,,,
515.3926,Blocked,26.15,0.027,0
516.10635,Unblocked,,,
517.21152,Blocked,26.2,0.027,0
517.92412,Unblocked,,,
519.03033,Blocked,26.25,0.027,0
519.74204,Unblocked,,,
520.84924,Blocked,26.3,0.027,0
521.56011,Unblocked,,,
522.66815,Blocked,26.35,0.027,0
523.3781,Unblocked,,,
524.4871,Blocked,26.4,0.027,0
525.19601,Unblocked,,,
526.30598,Blocked,26.45,0.027,0
527.01409,Unblocked,,,
528.12491,Blocked,26.5,0.027,0
528.83209,Unblocked,,,
529.94382,Blocked,26.55,0.027,0
530.65004,Unblocked,,,
531.7628,Blocked,26.6,0.027,0
532.46799,Unblocked,,,
533.58168,Blocked,26.65,0.027,0
534.28593,Unblocked,,,
535.40052,Blocked,26.7,0.027,0
536.10381,Unblocked,,,
537.21947,Blocked,26.75,0.027,0
537.92175,Unblocked,,,
539.03832,Blocked,26.8,0.027,0
539.73953,Unblocked,,,
540.85714,Blocked,26.85,0.027,0
541.55741,Unblocked,,,
542.67598,Blocked,26.9,0.027,0
543.37532,Unblocked,,,
544.49475,Blocked,26.95,0.027,0
545.19312,Unblocked,,,
546.31349,Blocked,27,0.027,0
547.0109,Unblocked,,,
548.13232,Blocked,27.05,0.027,0
548.82868,Unblocked,,,
549.95106,Blocked,27.1,0.027,0
550.64659,Unblocked,,,
551.76972,Blocked,27.15,0.027,0
552.46441,Unblocked,,,
553.58843,Blocked,27.2,0.027,0
554.28221,Unblocked,,,
555.40722,Blocked,27.25,0.027,0
556.10001,Unblocked,,,
557.2259,Blocked,27.3,0.027,0
557.91776,Unblocked,,,
559.04462,Blocked,27.35,0.027,0
559.73546,Unblocked,,,
560.86337,Blocked,27.4,0.027,0
561.55319,Unblocked,,,
562.68207,Blocked,27.45,0.027,0
563.371,Unblocked,,,
564.50072,Blocked,27.5,0.027,0
565.1887,Unblocked,,,
566.31956,Blocked,27.55,0.027,0
567.0064,Unblocked,,,
568.13841,Blocked,27.6,0.027,0
568.82406,Unblocked,,,
569.95711,Blocked,27.65,0.027,0
570.64176,Unblocked,,,
571.77571,Blocked,27.7,0.027,0
572.45938,Unblocked,,,
573.59458,Blocked,27.75,0.027,0
574.27703,Unblocked,,,
575.41325,Blocked,27.8,0.027,0
576.09455,Unblocked,,,
577.23183,Blocked,27.85,0.027,0
577.91234,Unblocked,,,
579.05056,Blocked,27.9,0.027,0
579.72977,Unblocked,,,
580.8691,Blocked,27.95,0.027,0
581.54748,Unblocked,,,
582.68777,Blocked,28,0.027,0
583.36505,Unblocked,,,
584.50643,Blocked,28.05,0.027,0
585.18268,Unblocked,,,
586.32519,Blocked,28.1,0.027,0
587.00034,Unblocked,,,
588.14367,Blocked,28.15,0.027,0
588.81786,Unblocked,,,
589.96232,Blocked,28.2,0.027,0
590.6353,Unblocked,,,
591.78092,Blocked,28.25,0.027,0
592.45273,Unblocked,,,
593.59945,Blocked,28.3,0.027,0
594.27028,Unblocked,,,
595.41794,Blocked,28.35,0.027,0
596.08782,Unblocked,,,
597.2366,Blocked,28.4,0.027,0
597.90526,Unblocked,,,
599.05514,Blocked,28.45,0.027,0
599.72268,Unblocked,,,
600.87366,Blocked,28.5,0.027,0
601.54027,Unblocked,,,
602.69226,Blocked,28.55,0.027,0
603.35788,Unblocked,,,
604.51082,Blocked,28.6,0.027,0
605.17541,Unblocked,,,
606.32934,Blocked,28.65,0.027,0
606.99279,Unblocked,,,
608.1478,Blocked,28.7,0.027,0
608.81012,Unblocked,,,
609.96639,Blocked,28.75,0.027,0
610.62732,Unblocked,,,
611.78525,Blocked,28.8,0.027,0
612.44442,Unblocked,,,
613.60366,Blocked,28.85,0.027,0
614.26167,Unblocked,,,
615.42217,Blocked,28.9,0.027,0
616.07914,Unblocked,,,
617.24066,Blocked,28.95,0.027,0
617.89656,Unblocked,,,
619.05908,Blocked,29,0.027,0
619.71385,Unblocked,,,
620.87774,Blocked,29.05,0.027,0
621.53109,Unblocked,,,
622.69631,Blocked,29.1,0.027,0
623.3484,Unblocked,,,
624.51472,Blocked,29.15,0.027,0
625.16574,Unblocked,,,
626.33321,Blocked,29.2,0.027,0
626.98311,Unblocked,,,
628.1515,Blocked,29.25,0.027,0
628.8005,Unblocked,,,
629.97023,Blocked,29.3,0.027,0
630.6178,Unblocked,,,
631.78852,Blocked,29.35,0.027,0
632.43542,Unblocked,,,
633.60719,Blocked,29.4,0.027,0
634.25249,Unblocked,,,
635.42572,Blocked,29.45,0.027,0
636.07001,Unblocked,,,
637.24403,Blocked,29.5,0.027,0
637.88722,Unblocked,,,
639.06287,Blocked,29.55,0.027,0
639.70462,Unblocked,,,
640.88085,Blocked,29.6,0.027,0
641.52206,Unblocked,,,
642.69945,Blocked,29.65,0.027,0
643.33917,Unblocked,,,
644.51785,Blocked,29.7,0.027,0
645.15659,Unblocked,,,
646.33625,Blocked,29.75,0.027,0
646.97385,Unblocked,,,
648.15475,Blocked,29.8,0.027,0
648.79091,Unblocked,,,
649.97305,Blocked,29.85,0.027,0
650.60829,Unblocked,,,
651.79141,Blocked,29.9,0.027,0
652.42553,Unblocked,,,
653.60985,Blocked,29.95,0.027,0
654.24268,Unblocked,,,
655.42817,Blocked,30,0.027,0
656.05995,Unblocked,,,
657.24643,Blocked,30.05,0.027,0
657.87717,Unblocked,,,
659.06508,Blocked,30.1,0.027,0
659.6944,Unblocked,,,
660.88348,Blocked,30.15,0.027,0
661.51153,Unblocked,,,
662.70183,Blocked,30.2,0.027,0
663.3287,Unblocked,,,
664.52013,Blocked,30.25,0.027,0
665.14585,Unblocked,,,
666.33858,Blocked,30.3,0.027,0
666.96301,Unblocked,,,
668.15715,Blocked,30.35,0.027,0
668.77997,Unblocked,,,
669.97561,Blocked,30.4,0.027,0
670.59685,Unblocked,,,
671.79414,Blocked,30.45,0.027,0
672.41382,Unblocked,,,
673.61259,Blocked,30.5,0.027,0
674.23072,Unblocked,,,
675.43108,Blocked,30.55,0.027,0
676.04787,Unblocked,,,
677.24949,Blocked,30.6,0.027,0
677.86496,Unblocked,,,
679.06783,Blocked,30.65,0.027,0
679.68215,Unblocked,,,
680.88607,Blocked,30.7,0.027,0
681.49927,Unblocked,,,
682.70447,Blocked,30.75,0.027,0
683.31622,Unblocked,,,
684.52256,Blocked,30.8,0.027,0
685.13329,Unblocked,,,
686.34148,Blocked,30.85,0.027,0
686.94949,Unblocked,,,
688.1601,Blocked,30.9,0.028,0
688.7663,Unblocked,,,
689.97753,Blocked,30.95,0.027,0
690.58358,Unblocked,,,
691.79682,Blocked,31,0.027,0
692.40052,Unblocked,,,
693.61468,Blocked,31.05,0.028,0
694.21752,Unblocked,,,
695.43279,Blocked,31.1,0.027,0
696.03427,Unblocked,,,
697.25153,Blocked,31.15,0.027,0
697.85131,Unblocked,,,
699.06961,Blocked,31.2,0.028,0
699.66813,Unblocked,,,
700.88778,Blocked,31.25,0.027,0
701.48521,Unblocked,,,
702.70623,Blocked,31.3,0.027,0
703.30229,Unblocked,,,
704.52463,Blocked,31.35,0.027,0
705.11898,Unblocked,,,
706.34269,Blocked,31.4,0.028,0
706.93574,Unblocked,,,
708.16096,Blocked,31.45,0.027,0
708.75267,Unblocked,,,
709.97917,Blocked,31.5,0.027,0
710.56964,Unblocked,,,
711.79752,Blocked,31.55,0.027,0
712.38668,Unblocked,,,
713.61569,Blocked,31.6,0.027,0
714.20367,Unblocked,,,
715.43405,Blocked,31.65,0.027,0
716.02044,Unblocked,,,
717.25238,Blocked,31.7,0.027,0
717.83725,Unblocked,,,
719.07073,Blocked,31.75,0.027,0
719.65412,Unblocked,,,
720.88899,Blocked,31.8,0.027,0
721.47094,Unblocked,,,
722.70723,Blocked,31.85,0.027,0
723.28789,Unblocked,,,
724.52554,Blocked,31.9,0.027,0
725.10458,Unblocked,,,
726.34382,Blocked,31.95,0.027,0
726.92117,Unblocked,,,
728.1622,Blocked,32,0.027,0
728.73799,Unblocked,,,
729.98051,Blocked,32.05,0.027,0
730.55488,Unblocked,,,
731.79889,Blocked,32.1,0.027,0
732.37168,Unblocked,,,
733.61697,Blocked,32.15,0.027,0
734.1886,Unblocked,,,
735.4353,Blocked,32.2,0.027,0
736.00535,Unblocked,,,
737.25357,Blocked,32.25,0.027,0
737.82234,Unblocked,,,
739.07172,Blocked,32.3,0.028,0
739.63924,Unblocked,,,
740.88987,Blocked,32.35,0.027,0
741.45599,Unblocked,,,
742.7081,Blocked,32.4,0.027,0
743.2729,Unblocked,,,
744.5264,Blocked,32.45,0.027,0
745.08975,Unblocked,,,
746.34453,Blocked,32.5,0.028,0
746.90637,Unblocked,,,
748.16276,Blocked,32.55,0.027,0
748.72313,Unblocked,,,
749.98097,Blocked,32.6,0.027,0
750.53991,Unblocked,,,
751.79942,Blocked,32.65,0.027,0
752.35655,Unblocked,,,
753.61752,Blocked,32.7,0.027,0
754.17324,Unblocked,,,
755.43584,Blocked,32.75,0.027,0
755.99015,Unblocked,,,
757.25404,Blocked,32.8,0.027,0
757.80674,Unblocked,,,
759.07229,Blocked,32.85,0.027,0
759.62371,Unblocked,,,
760.89066,Blocked,32.9,0.027,0
761.44026,Unblocked,,,
762.70886,Blocked,32.95,0.028,0
763.25713,Unblocked,,,
764.52702,Blocked,33,0.028,0
765.07351,Unblocked,,,
766.3451,Blocked,33.05,0.027,0
766.89035,Unblocked,,,
768.16363,Blocked,33.1,0.027,0
768.70692,Unblocked,,,
769.98186,Blocked,33.15,0.027,0
770.52364,Unblocked,,,
771.80001,Blocked,33.2,0.028,0
772.34039,Unblocked,,,
773.61817,Blocked,33.25,0.027,0
774.15708,Unblocked,,,
775.43649,Blocked,33.3,0.027,0
775.97372,Unblocked,,,
777.25468,Blocked,33.35,0.028,0
777.79019,Unblocked,,,
779.07264,Blocked,33.4,0.028,0
779.60675,Unblocked,,,
780.89079,Blocked,33.45,0.027,0
781.42344,Unblocked,,,
782.70939,Blocked,33.5,0.027,0
783.23963,Unblocked,,,
784.5276,Blocked,33.55,0.028,0
785.0562,Unblocked,,,
786.34563,Blocked,33.6,0.027,0
786.87293,Unblocked,,,
788.164,Blocked,33.65,0.027,0
788.68929,Unblocked,,,
789.98234,Blocked,33.7,0.027,0
790.50564,Unblocked,,,
791.80063,Blocked,33.75,0.027,0
792.32211,Unblocked,,,
793.61882,Blocked,33.8,0.027,0
794.13869,Unblocked,,,
795.43715,Blocked,33.85,0.027,0
795.95479,Unblocked,,,
797.25558,Blocked,33.9,0.027,0
797.77132,Unblocked,,,
799.07358,Blocked,33.95,0.028,0
799.58781,Unblocked,,,
800.89194,Blocked,34,0.027,0
801.4043,Unblocked,,,
802.7101,Blocked,34.05,0.028,0
803.22083,Unblocked,,,
804.52829,Blocked,34.1,0.028,0
805.03732,Unblocked,,,
806.34645,Blocked,34.15,0.028,0
806.8539,Unblocked,,,
808.16457,Blocked,34.2,0.028,0
808.67039,Unblocked,,,
809.98261,Blocked,34.25,0.027,0
810.48691,Unblocked,,,
811.80112,Blocked,34.3,0.027,0
812.30348,Unblocked,,,
813.6191,Blocked,34.35,0.028,0
814.11989,Unblocked,,,
815.43739,Blocked,34.4,0.027,0
815.93626,Unblocked,,,
817.25553,Blocked,34.45,0.028,0
817.75264,Unblocked,,,
819.07354,Blocked,34.5,0.028,0
819.56916,Unblocked,,,
820.89157,Blocked,34.55,0.028,0
821.38559,Unblocked,,,
822.70982,Blocked,34.6,0.027,0
823.2018,Unblocked,,,
824.52803,Blocked,34.65,0.027,0
825.01834,Unblocked,,,
826.34618,Blocked,34.7,0.028,0
826.83461,Unblocked,,,
828.16427,Blocked,34.75,0.028,0
828.65111,Unblocked,,,
829.98236,Blocked,34.8,0.027,0
830.46735,Unblocked,,,
831.80071,Blocked,34.85,0.027,0
832.28359,Unblocked,,,
833.61878,Blocked,34.9,0.027,0
834.09987,Unblocked,,,
835.43732,Blocked,34.95,0.027,0
835.91592,Unblocked,,,
837.25534,Blocked,35,0.028,0
837.73251,Unblocked,,,
839.07355,Blocked,35.05,0.027,0
839.54883,Unblocked,,,
840.89181,Blocked,35.1,0.028,0
841.36477,Unblocked,,,
842.70987,Blocked,35.15,0.028,0
843.18069,Unblocked,,,
844.52772,Blocked,35.2,0.028,0
844.99676,Unblocked,,,
846.34612,Blocked,35.25,0.027,0
846.81332,Unblocked,,,
848.16425,Blocked,35.3,0.028,0
848.62955,Unblocked,,,
849.98215,Blocked,35.35,0.028,0
850.44567,Unblocked,,,
851.80055,Blocked,35.4,0.027,0
852.26163,Unblocked,,,
853.61874,Blocked,35.45,0.028,0
854.07813,Unblocked,,,
855.43655,Blocked,35.5,0.028,0
855.89435,Unblocked,,,
857.25489,Blocked,35.55,0.027,0
857.71038,Unblocked,,,
859.07307,Blocked,35.6,0.027,0
859.5268,Unblocked,,,
860.89133,Blocked,35.65,0.027,0
861.34288,Unblocked,,,
862.70956,Blocked,35.7,0.027,0
863.15892,Unblocked,,,
864.5277,Blocked,35.75,0.027,0
864.9753,Unblocked,,,
866.34603,Blocked,35.8,0.027,0
866.79126,Unblocked,,,
868.16408,Blocked,35.85,0.028,0
868.60736,Unblocked,,,
869.98222,Blocked,35.9,0.028,0
870.42356,Unblocked,,,
871.8002,Blocked,35.95,0.028,0
872.23978,Unblocked,,,
873.61838,Blocked,36,0.027,0
874.05542,Unblocked,,,
875.43674,Blocked,36.05,0.027,0
875.87183,Unblocked,,,
877.25513,Blocked,36.1,0.027,0
877.68799,Unblocked,,,
879.07315,Blocked,36.15,0.027,0
879.50402,Unblocked,,,
880.89156,Blocked,36.2,0.027,0
881.32003,Unblocked,,,
882.70992,Blocked,36.25,0.027,0
883.13594,Unblocked,,,
884.52811,Blocked,36.3,0.028,0
884.95191,Unblocked,,,
886.34621,Blocked,36.35,0.027,0
886.76809,Unblocked,,,
888.16451,Blocked,36.4,0.027,0
888.58404,Unblocked,,,
889.9828,Blocked,36.45,0.027,0
890.39989,Unblocked,,,
891.80114,Blocked,36.5,0.027,0
892.21593,Unblocked,,,
893.61941,Blocked,36.55,0.027,0
894.0317,Unblocked,,,
895.43783,Blocked,36.6,0.027,0
895.84755,Unblocked,,,
897.25601,Blocked,36.65,0.027,0
897.66339,Unblocked,,,
899.07452,Blocked,36.7,0.027,0
899.47913,Unblocked,,,
900.89279,Blocked,36.75,0.027,0
901.29519,Unblocked,,,
902.71119,Blocked,36.8,0.027,0
903.11121,Unblocked,,,
904.52933,Blocked,36.85,0.028,0
904.92696,Unblocked,,,
906.34752,Blocked,36.9,0.027,0
906.74295,Unblocked,,,
908.16572,Blocked,36.95,0.027,0
908.55874,Unblocked,,,
909.98394,Blocked,37,0.028,0
910.37482,Unblocked,,,
911.80202,Blocked,37.05,0.027,0
912.19066,Unblocked,,,
913.62044,Blocked,37.1,0.027,0
914.0063,Unblocked,,,
915.43881,Blocked,37.15,0.028,0
915.82208,Unblocked,,,
917.25676,Blocked,37.2,0.027,0
917.63824,Unblocked,,,
919.07527,Blocked,37.25,0.027,0
919.45405,Unblocked,,,
920.89364,Blocked,37.3,0.027,0
921.27003,Unblocked,,,
922.71201,Blocked,37.35,0.028,0
923.08592,Unblocked,,,
924.52985,Blocked,37.4,0.028,0
924.90191,Unblocked,,,
926.34741,Blocked,37.45,0.027,0
926.71614,Unblocked,,,
928.1664,Blocked,37.5,0.027,0
928.53416,Unblocked,,,
929.98447,Blocked,37.55,,
930.34966,Unblocked,,,
Run 2,,,,
0,Blocked,0,,
0.17456,Unblocked,,,
0.60318,Blocked,0.05,0.069,-0.05
0.78297,Unblocked,,,
1.82392,Blocked,0.1,0.069,0.05
2.00342,Unblocked,,,
2.42494,Blocked,0.15,0.069,-0.05
2.60708,Unblocked,,,
3.65121,Blocked,0.2,0.07,0.05
3.83902,Unblocked,,,
4.24893,Blocked,0.25,0.07,-0.05
4.4337,Unblocked,,,
5.47181,Blocked,0.3,0.07,0.05
5.66436,Unblocked,,,
6.06834,Blocked,0.35,0.07,-0.05
6.25406,Unblocked,,,
7.28253,Blocked,0.4,0.069,0.05
7.47487,Unblocked,,,
7.88678,Blocked,0.45,0.069,-0.05
8.0739,Unblocked,,,
9.09784,Blocked,0.5,0.07,0.05
9.28934,Unblocked,,,
9.69226,Blocked,0.55,0.07,-0.05
9.88941,Unblocked,,,
10.91367,Blocked,0.6,0.071,0.05
11.10879,Unblocked,,,
11.49677,Blocked,0.65,0.071,-0.05
11.70068,Unblocked,,,
12.73432,Blocked,0.7,0.071,0.05
12.93044,Unblocked,,,
13.31755,Blocked,0.75,0.071,-0.05
13.52046,Unblocked,,,
14.55902,Blocked,0.8,0.072,0.05
14.75596,Unblocked,,,
15.13824,Blocked,0.85,0.072,-0.05
15.33914,Unblocked,,,
16.37717,Blocked,0.9,0.072,0.05
16.57285,Unblocked,,,
16.95682,Blocked,0.95,0.072,-0.05
17.15603,Unblocked,,,
18.19546,Blocked,1,0.071,0.05
18.39123,Unblocked,,,
18.77622,Blocked,1.05,0.071,-0.05
18.97631,Unblocked,,,
20.01641,Blocked,1.1,0.073,0.05
20.21869,Unblocked,,,
20.58805,Blocked,1.15,0.073,-0.05
20.79489,Unblocked,,,
21.83511,Blocked,1.2,0.073,0.05
22.0433,Unblocked,,,
22.40202,Blocked,1.25,0.073,-0.05
22.6131,Unblocked,,,
23.65476,Blocked,1.3,0.073,0.05
23.86504,Unblocked,,,
24.222,Blocked,1.35,0.073,-0.05
24.43449,Unblocked,,,
25.47417,Blocked,1.4,0.074,0.05
25.68795,Unblocked,,,
26.03453,Blocked,1.45,0.074,-0.05
26.25161,Unblocked,,,
